,tmean,PPtsnr,tsd
0,12924.28564453125,165.9894561767578,78.58327865600586
1,13336.6533203125,179.37303161621094,76.47402572631836
2,13284.09619140625,179.80661010742188,73.77315521240234
3,13187.63134765625,182.94798278808594,72.5679817199707
4,13615.9267578125,160.93016052246094,79.85720443725586
5,13494.95947265625,157.2914581298828,85.91019821166992
6,11178.02392578125,192.3383102416992,58.47718620300293
7,11868.9375,191.3451690673828,60.15758895874024
8,11255.38427734375,154.1520233154297,71.60187911987305
9,11337.3623046875,155.36237335205078,74.01313400268555
10,13924.40625,162.75611877441406,82.62870407104492
11,14040.52001953125,168.19839477539062,83.99736785888672
12,12555.44677734375,127.10176849365234,97.12258529663086
13,12305.47900390625,121.47830581665039,100.98464584350586
14,13307.7763671875,164.4068145751953,81.60093688964844
15,12562.09765625,159.29772186279297,77.99918365478516
16,11041.837890625,178.17678833007812,63.46120262145996
17,10676.25244140625,169.9326934814453,63.10555839538574
18,12284.9638671875,125.44465637207031,100.59843444824219
19,12082.6943359375,141.4586639404297,83.83733367919922
20,12039.26123046875,153.3470916748047,80.01212310791016
21,11236.06494140625,149.64269256591797,76.16329956054688
22,12061.40380859375,181.38887786865234,65.92949676513672
23,11135.435546875,167.95626068115234,66.32888793945312
24,10789.10302734375,185.40343475341797,57.39046096801758
25,11122.4765625,166.59432220458984,65.5580062866211
26,9214.5263671875,106.51536560058594,85.27116775512695
27,9107.7353515625,112.2326545715332,83.8917350769043
28,11402.9521484375,155.6868667602539,76.2086410522461
29,11042.99072265625,143.38075256347656,78.70459747314453
30,11576.828125,146.26995849609375,79.7966079711914
31,11411.8037109375,140.89627075195312,80.43875503540039
32,10783.78271484375,151.5242919921875,71.03036499023438
33,11183.54248046875,138.54206085205078,79.13785171508789
34,10345.1103515625,137.37908172607422,74.67658996582031
35,10492.7412109375,110.9258918762207,94.52517318725586
36,12168.94189453125,168.1613998413086,74.80684280395508
37,12383.6416015625,153.12046813964844,83.70081329345703
38,11286.02001953125,160.2820587158203,68.21572875976562
39,11434.46923828125,144.11485290527344,79.03741455078125
40,10312.3564453125,88.73845291137695,113.95452880859375
41,10873.23193359375,111.86300277709962,97.04072570800781
42,9309.5712890625,153.3251495361328,65.97819900512695
43,9137.83056640625,114.87111282348633,78.02582931518555
44,8002.25244140625,128.2539939880371,61.538963317871094
45,7479.378173828125,91.9586181640625,81.69148635864258
46,5389.218505859375,53.968156814575195,93.61733627319336
47,6896.693359375,86.64399337768555,79.04165267944336
48,7158.889404296875,133.2330551147461,56.374290466308594
49,5697.14111328125,66.59437942504883,83.18916702270508
50,10495.1318359375,158.79749298095703,67.25301742553711
51,11373.59716796875,136.06594848632812,84.47879409790039
52,9051.1357421875,173.2009048461914,51.52388572692871
53,8922.21435546875,148.25411224365234,61.21173095703125
54,9937.8212890625,182.61181640625,54.71022987365723
55,9943.64892578125,178.07716369628906,57.5460262298584
56,9364.28271484375,135.6962661743164,70.05963516235352
57,8895.498046875,134.98831939697266,64.25897216796875
58,9693.6669921875,135.3458251953125,71.85745239257812
59,9550.43994140625,146.61131286621094,69.13387298583984
60,10883.89208984375,152.26760864257812,71.09946060180664
61,10542.20458984375,147.96135711669922,73.79239654541016
62,10348.12841796875,166.43268585205078,62.878854751586914
63,10403.42236328125,165.5645294189453,63.836326599121094
64,9804.7177734375,132.28221893310547,73.13581848144531
65,9876.7900390625,139.40511322021484,71.57112121582031
66,9827.97314453125,116.38025283813477,83.78363800048828
67,9915.6103515625,119.02013778686523,84.35327529907227
68,7228.220947265625,79.56694412231445,95.05380249023438
69,8557.9541015625,127.27981948852538,70.99513626098633
70,9147.06640625,151.01718139648438,59.43381309509277
71,9505.53857421875,129.69448852539062,70.54041290283203
72,10680.06396484375,146.1049041748047,73.42590713500977
73,10890.21533203125,162.1625518798828,68.84161758422852
74,7982.2734375,157.26940155029297,49.63099479675293
75,7550.20849609375,111.06129455566406,69.72986602783203
76,10617.54248046875,153.3533172607422,71.30994415283203
77,11298.28369140625,155.09000396728516,71.76768112182617
78,9873.92626953125,158.6504135131836,62.68633842468262
79,10083.99560546875,160.15798950195312,63.91630172729492
80,6674.162109375,139.77081298828125,47.289072036743164
81,5964.355712890625,112.27728652954102,57.96421813964844
82,8575.255859375,140.71713256835938,60.53230667114258
83,9269.1083984375,108.75979232788086,86.16180419921875
84,7564.240234375,152.33319854736328,49.88349151611328
85,7625.93359375,139.0699462890625,55.2608585357666
86,9238.625,160.01681518554688,57.7335147857666
87,9714.33935546875,152.17461395263672,63.736568450927734
88,4367.575439453125,71.68064498901367,62.811676025390625
89,5708.89990234375,87.96895980834961,64.94922256469727
90,8145.49365234375,111.71653366088867,69.89578247070312
91,6913.7998046875,83.78213500976562,80.16064834594727
92,7247.95458984375,106.29341888427734,65.3065414428711
93,7625.5146484375,107.31714630126953,70.92992401123047
94,6674.072998046875,114.84598541259766,55.100067138671875
95,6588.694091796875,110.12746047973633,63.77632713317871
96,8297.220703125,149.03276824951172,56.293949127197266
97,8006.2412109375,151.4849090576172,52.66535568237305
98,6577.936767578125,120.02988815307617,54.90498733520508
99,5559.779541015625,129.12479400634766,44.02610206604004
100,3081.947509765625,75.52169799804688,41.823097229003906
101,3684.4400634765625,115.79555130004883,30.708657264709473
102,8034.612548828125,133.12621307373047,59.64828872680664
103,7503.704345703125,168.17790985107422,45.46225547790527
104,9962.02978515625,132.48597717285156,77.05123138427734
105,9929.2236328125,115.08554077148438,85.13235092163086
106,8839.0712890625,140.51663208007812,62.6020393371582
107,8688.00390625,138.78972625732422,62.47459030151367
108,8709.43896484375,65.25753402709961,132.9215087890625
109,9492.2314453125,83.44326782226562,109.52677154541016
110,7932.889892578125,74.6779899597168,103.02605819702148
111,7502.83203125,70.6978874206543,107.24097442626953
112,11446.0166015625,109.23922348022461,103.95286560058594
113,11073.0361328125,96.41768646240234,113.93560791015625
114,6938.8056640625,47.687286376953125,148.05168914794922
115,7535.58642578125,64.31052017211914,114.44746398925781
116,7771.5185546875,55.774566650390625,137.94652557373047
117,7250.48291015625,72.4599838256836,106.8367919921875
118,12791.697265625,96.32327270507812,131.2870864868164
119,12201.5498046875,91.79720306396484,135.45417022705078
120,9417.93994140625,145.43602752685547,64.61944198608398
121,9739.93408203125,139.22618865966797,70.52898025512695
122,9077.65234375,167.47161865234375,53.291473388671875
123,9054.75439453125,144.53953552246094,61.973283767700195
124,8783.6591796875,125.75486755371094,69.9245719909668
125,8083.438720703125,136.34945678710938,60.13120460510254
126,9426.62890625,122.90613555908203,78.89494323730469
127,8708.37255859375,122.14305877685547,71.45071029663086
128,9582.5166015625,160.1423110961914,59.64869689941406
129,8606.47607421875,154.08580780029297,55.818355560302734
130,9276.5400390625,149.45366668701172,63.74196434020996
131,8634.2568359375,146.05517578125,60.34470176696777
132,9326.11083984375,145.8751449584961,62.2987117767334
133,8836.00830078125,152.15444946289062,59.03486251831055
134,9146.416015625,156.77684783935547,59.68286323547363
135,8656.650390625,161.43246459960938,53.06460189819336
136,9138.1982421875,161.90171813964844,58.040775299072266
137,8481.6552734375,158.53334045410156,53.4853572845459
138,8584.23876953125,175.99532318115234,48.760515213012695
139,8455.64404296875,183.31729888916016,45.51841926574707
140,8234.72314453125,168.4470443725586,49.178958892822266
141,7525.168701171875,159.76952362060547,47.222402572631836
142,9083.42236328125,182.47879791259766,50.43507957458496
143,8470.92919921875,180.1534652709961,47.77997589111328
144,9130.2373046875,155.48223876953125,59.2841854095459
145,8858.36669921875,152.6592559814453,58.434326171875
146,9521.7333984375,111.75028228759766,84.83996963500977
147,9396.48388671875,105.86154174804688,89.99505615234375
148,10005.8466796875,133.54681396484375,77.67110443115234
149,9657.37890625,131.18384552001953,73.7601089477539
150,11060.1708984375,142.69810485839844,76.04667282104492
151,11078.080078125,150.0875244140625,72.9118423461914
152,10813.16552734375,127.67970657348633,84.88390731811523
153,10780.86328125,129.82350158691406,81.34473419189453
154,8608.9609375,133.45110321044922,65.35332489013672
155,8571.18798828125,140.96792602539062,61.797630310058594
156,9207.0625,149.7096176147461,60.148807525634766
157,9469.52001953125,138.19252014160156,70.60554885864258
158,8543.38671875,137.6919403076172,61.28584671020508
159,8447.3642578125,140.2221450805664,61.889509201049805
160,9364.8154296875,141.1451873779297,67.80156707763672
161,9059.6181640625,132.1926040649414,67.49708557128906
162,11933.32666015625,142.48724365234375,84.09716033935547
163,11285.32373046875,127.98305892944336,87.44827270507812
164,11936.35400390625,135.73583984375,87.87858200073242
165,13113.3095703125,119.25680541992188,106.59164047241211
166,12864.998046875,145.23764038085938,88.61360168457031
167,13269.59912109375,133.10436248779297,102.25981521606445
168,12249.8193359375,136.6759033203125,91.09857940673828
169,12183.34765625,124.46164321899414,97.5826416015625
170,12188.35791015625,154.13221740722656,80.69188690185547
171,11646.8095703125,135.58118438720703,86.75769805908203
172,12637.00830078125,164.42352294921875,77.24934005737305
173,12606.6767578125,148.46315002441406,86.62047958374023
174,10955.380859375,101.42789077758789,108.04534530639648
175,11206.97265625,120.23349380493164,94.9931640625
176,12536.41748046875,117.24821472167969,107.51203155517578
177,12452.0791015625,136.6667709350586,90.30556106567383
178,14032.7783203125,138.5729522705078,101.44768142700195
179,13968.091796875,129.1491928100586,110.9684829711914
180,11265.46044921875,88.2968864440918,131.98246002197266
181,11004.74462890625,85.7216567993164,127.26191711425783
182,12416.39306640625,109.35699844360352,114.68040084838867
183,12582.19384765625,106.56362533569336,117.19919967651367
184,11356.79443359375,132.37456512451172,85.91699981689453
185,11354.40869140625,134.56253814697266,82.77026748657227
186,11370.779296875,125.44955444335938,89.06904220581055
187,13087.2734375,132.49269104003906,98.70380020141602
188,10075.19287109375,104.59362030029295,97.71910858154297
189,9747.14306640625,100.97919845581055,95.81875228881836
190,10809.35595703125,124.02706527709961,92.86581420898438
191,10803.3857421875,113.80979919433594,95.46735763549805
192,9743.134765625,105.58738708496094,91.39265823364258
193,10458.95849609375,114.54118347167969,89.85944366455078
194,11203.4482421875,113.64740371704102,98.33031845092773
195,10944.451171875,106.34646987915039,103.41249084472656
196,11097.62939453125,119.92214965820312,91.67160034179688
197,11072.8876953125,114.65974044799805,98.28659439086914
198,9327.576171875,148.1182403564453,62.09238624572754
199,9234.2685546875,131.6659927368164,68.40023803710938
200,8662.60107421875,152.90814208984375,58.60054969787598
201,8221.4521484375,135.03458404541016,62.22468566894531
202,8599.10791015625,120.30264282226562,70.70174026489258
203,8114.520751953125,123.93650436401366,67.13323974609375
204,8579.65673828125,116.07593536376953,74.23352432250977
205,8336.1123046875,98.72507858276367,80.01306915283203
206,9923.04052734375,104.77724075317383,93.63566970825195
207,9639.6669921875,107.95392990112305,88.03584289550781
208,10119.064453125,149.59601593017578,66.7060775756836
209,9828.14453125,136.52073669433594,70.74846267700195
210,10817.5185546875,94.80364227294922,113.08681106567384
211,12053.7646484375,105.23744583129883,113.9996109008789
212,11768.2998046875,98.53342056274414,122.47195434570312
213,11946.4716796875,111.23643112182617,107.83646011352539
214,11466.466796875,124.54302978515625,91.03125
215,11488.96630859375,119.88653945922852,93.12691879272461
216,12249.396484375,182.04864501953125,67.90509796142578
217,11394.271484375,169.3591766357422,66.35937881469727
218,11821.09619140625,115.06047439575195,99.3020896911621
219,10821.11767578125,102.02306747436523,104.53232192993164
220,10722.14794921875,112.96663284301758,96.64113998413086
221,9868.3896484375,97.07510757446289,101.82390594482422
222,10910.8125,137.06129455566406,80.80280685424805
223,11294.88330078125,112.98127746582031,93.62757873535156
224,10518.017578125,119.01343536376953,87.3713607788086
225,9891.4970703125,91.46567153930664,108.4276237487793
226,12947.90673828125,123.51750183105469,104.56839370727538
227,12418.2138671875,130.8400421142578,93.39313125610352
228,11086.83740234375,129.5226821899414,84.41328048706055
229,10814.33642578125,114.71765518188477,97.26591873168945
230,13001.470703125,86.15457153320312,154.73130798339844
231,12728.5908203125,78.00334548950195,156.49275970458984
232,11485.05810546875,89.48213195800781,129.7837142944336
233,12371.93212890625,78.27919387817383,153.14574432373047
234,12368.43701171875,93.90574645996094,131.6528549194336
235,12075.78466796875,76.67375564575195,155.37640380859375
236,12285.224609375,87.0229721069336,142.47089385986328
237,12235.2265625,77.12119674682617,158.28848266601562
238,12431.62841796875,115.92291641235352,108.3862075805664
239,11796.5478515625,100.74950790405273,120.48782730102539
240,12754.00390625,110.1722640991211,119.1060905456543
241,11873.38232421875,95.59022903442383,122.3909912109375
242,12233.08349609375,94.1714096069336,128.60397338867188
243,11320.36669921875,78.18182373046875,142.7821502685547
244,12502.19287109375,107.44723129272461,120.04839706420898
245,12444.4208984375,98.62716674804688,125.06917572021484
